,Longitude,Latitude,Solar Energy Potential,Wind Power Density,Port Code,Port Long.,Port Lat.,Gen-Port Direct Dist.,Gen-Port Driving Dist.,Solar Array Size,Solar CapEx,Wind Turbine Power,No. of Turbines,Wind CapEx,Yearly Cost Solar,Yearly Cost Wind,Elec Cost Solar,Elec Cost Wind,Cheaper source,Yearly gen. cost,Gen. cost per kg H2,Shipping Dist.,NH3 Cost,LOHC Cost,H2 Liq Cost,H2 Gas Cost,Transport Cost per kg H2,Cheapest Medium,Direct Dist.,Driving Dist.,Yearly Transport Cost,Total Yearly Cost,Total Cost per kg H2
0,-159.0,56.0,1063.974986076355,472.33026,4944,-152.4157358174603,57.783555,447.5045175597334,491.8272,2735447.542734961,1914813279.9144728,1.4838692748841569,326.8984910436538,823784197.4300076,208099569.37359935,107187822.19140486,71.50087768221105,36.82863634268782,Wind,348970841.40718555,6.9794168281437114,15880.99241749118,3.6390489504878167,4.110384733751191,5.697970895461499,,3.6390489504878167,NH3,10377.091573899588,,181952447.52439085,530923288.9315764,10.618465778631528
1,-159.0,59.0,1079.3050062656405,369.35553,4944,-152.4157358174603,57.783555,408.0202428992612,,2696594.330887135,1887616031.6209946,1.1603646196107644,418.03638155426205,1053451681.5167403,205143805.63549092,130579962.74049439,70.48530757732253,44.86593591596474,Wind,372362981.9562751,7.447259639125502,15880.99241749118,,,,,,NH3,10153.578479798349,,,,
2,-135.0,57.0,917.9750382900238,958.34094,3146,-130.00012658113093,55.90287,331.53387693717167,1852.1911,3170508.6083991174,2219356025.879382,3.0107168567383367,161.11598996100142,406012294.7017236,241196903.1741994,64636831.11427874,82.87278211626338,22.208552229008593,Wind,306419850.33005947,6.1283970066011895,17670.413210867613,4.729820307906145,6.018528601057255,9.793508403584609,,4.729820307906145,NH3,11185.136511012803,,236491015.39530727,542910865.7253667,10.858217314507336
3,-128.0,55.0,999.0049958229064,1433.1104,3679,-128.6718224560537,53.977895,121.8188056016047,207.8273,2913346.553183769,2039342587.2286382,4.50224910442313,107.74051271155152,271506092.03310984,221633262.44869018,50937077.27206609,76.15091581570381,17.501457319120142,Wind,292720096.4878468,5.854401929756936,17571.843768384973,3.414199323100341,3.7162288668863748,4.859660157599879,,3.414199323100341,NH3,11562.938656029448,,170709966.15501705,463430062.64286387,9.268601252857277
4,-126.0,55.0,1163.9849603176117,77.40454,3679,-128.6718224560537,53.977895,207.160715337916,422.9948,2500416.981676351,1750291887.1734455,0.24317353421849724,1994.7673517374653,5026813726.378412,190219585.2825752,535275663.463726,65.35749853298738,183.9152279593315,Solar,432002604.49835587,8.640052089967117,17571.843768384973,3.5863333231003414,4.017463366886375,5.505162657599878,,3.5863333231003414,NH3,11605.250540623832,,179316666.15501708,611319270.653373,12.226385413067458
5,-125.0,49.0,1168.7299644947052,74.20218,149,-125.00189345292245,48.99731080513448,0.3295997986872414,0.0,2490265.373192813,1743185761.234969,0.2331130235683475,2080.8559703806095,5243757045.359136,189447300.19179204,557371819.691338,65.092149296667,191.5072406118956,Solar,431230319.40757275,8.624606388151454,17663.860024271427,3.2480588113131073,3.4254484347625076,3.8352519486614085,,3.2480588113131073,NH3,12261.041414971483,,162402940.56565535,593633259.9732281,11.872665199464562
6,-125.0,54.0,1163.2550132274628,239.63728,3679,-128.6718224560537,53.977895,240.8319630722674,481.9606,2501986.0031541693,1751390202.2079184,0.7528427183742403,644.3239936134172,1623696463.9058113,190338948.81953612,188660653.39669812,65.39851062004574,64.82186552604499,Wind,430443672.61247885,8.608873452249577,17571.843768384973,3.6335059631003412,4.100015486886375,5.6820600575998785,,3.6335059631003412,NH3,11731.09253702559,,181675298.15501705,612118970.7674959,12.24237941534992
7,-124.0,45.0,1292.099986076355,257.66876,3837,-123.9061330086587,46.18408,131.80625344692854,171.9273,2252494.2284319787,1576745959.902385,0.8094902834755917,599.2346502084949,1510071318.5254073,171358825.79731464,177087681.36185235,58.877135017538876,60.845511032021065,Solar,413141845.0130954,8.262836900261908,17997.196685425246,3.386034942211181,3.6667830414250315,4.755196286127501,,3.386034942211181,NH3,12707.791699511592,,169301747.11055905,582443592.1236544,11.648871842473088
8,-124.0,52.0,1376.0499930381775,239.30109,2283,-123.90600187203916,49.17560352478176,314.2572302797283,948.8323,2115074.1440491267,1480551900.8343887,0.7517865463400301,645.2291933490844,1625977567.2396927,160904572.90575194,188892988.80980778,55.285160947104515,64.90169359106216,Solar,402687592.1215327,8.053751842430653,17959.343361265797,4.007510031329104,4.754378370033472,7.085626411295596,,4.007510031329104,NH3,11963.560985718115,,200375501.5664552,603063093.6879878,12.061261873759758
9,-124.0,54.0,1240.2700006961825,151.76865,4295,-127.11577535720149,50.599415,433.904714189744,1335.193,2346624.331444243,1642637032.01097,0.4767952758852406,1017.3645826608898,2563758748.3054423,178519787.0645009,284408073.4941373,61.33756786318749,97.71969704670359,Solar,420302806.2802816,8.406056125605632,17843.882757767773,4.316448763539379,5.295063800401003,8.243835859554324,,4.316448763539379,NH3,11750.257746135883,,215822438.17696893,636125244.4572506,12.72250488914501
10,-123.0,38.0,1555.630030632019,1252.9034,25477,-122.36638765475,38.074189145000005,56.2298238976564,85.53439999999999,1870912.558824528,1309638791.1771696,3.936112117097674,123.23699438301203,310557225.84519035,142329944.82423022,54914521.507874906,48.90310924729962,18.8680663642442,Wind,296697540.7236556,5.9339508144731115,18504.9798317005,3.3175669707086057,3.546780105955912,4.354752386983019,,3.3175669707086057,NH3,13474.47800200159,,165878348.53543028,462575889.2590859,9.251517785181717
11,-123.0,39.0,1774.6299958229065,160.85782,25477,-122.36638765475,38.074189145000005,116.67709047085316,150.1059,1640030.7489699777,1148021524.2789843,0.5053497455844693,959.8790364575167,2418895171.872942,124765577.5840194,269653398.25646585,42.86817281091948,92.65014196504211,Solar,366548596.7998001,7.330971935996002,18504.9798317005,3.369224170708606,3.637180205955912,4.693496655722922,,3.369224170708606,NH3,13368.55817843411,,168461208.53543028,535009805.33523035,10.700196106704608
12,-123.0,44.0,1353.0550062656405,105.11874,3772,-124.19684561280556,43.394895000000005,117.59287355246934,177.7877,2151019.5429723957,1505713680.080677,0.33024026133861556,1468.8536912472186,3701511301.942991,163639124.3530137,400290684.17630166,56.22472477770214,137.53577353749853,Solar,405422143.56879437,8.108442871375887,18247.729089031516,3.391044408429717,3.675458191923481,4.774647958937142,,3.391044408429717,NH3,12837.31450208343,,169552220.42148584,574974363.9902802,11.499487279805605
13,-123.0,45.0,1322.7600264549255,112.130135,3674,-122.768689375,45.58885,67.91199946917735,82.4316,2200284.02959394,1540198820.7157578,0.3522672083620318,1377.0076105612166,3470059178.614266,167386927.33266968,376716774.1784628,57.512431442507015,129.43601984593337,Solar,409169946.54845035,8.183398930969007,18147.116157357606,3.314631090221449,3.541771445440078,4.333493419186534,,3.314631090221449,NH3,12730.770714788934,,165731554.51107246,574901501.0595229,11.498030021190456
14,-123.0,46.0,1204.1350090503693,161.96089,4038,-122.95979285813186,46.116775,13.347513630298392,29.5285,2417044.3839925635,1691931068.7947943,0.5088151421928646,953.3415707227632,2402420758.221363,183877002.79670972,267975442.83698624,63.17825224297206,92.0736136927081,Solar,425660022.0124904,8.513200440249808,18083.665473756944,3.272227245104795,3.4675878773483477,4.015600919045197,,3.272227245104795,NH3,12624.138840834621,,163611362.25523975,589271384.2677301,11.785427685354602
